"Naziv isplatitelja";"Datum";"Primatelj";"OIB";"Mjesto";"Proračunski korisnik";"Valuta";"Iznos na poziciji";"Pozicija";"Organizacijska klasifikacija";"Programska klasifikacija";"Izvor financiranja";"Ekonomska klasifikacija";"Funkcijska klasifikacija";"Broj računa";"Opis";"Datum računa";"Datum dospijeća";"IBAN";"Poziv na broj"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"UGOVOR O DJELU POZ.15/2019";"           ";"LABIN";;"EUR";"900.00";"R0015 Intelektualne i osobne usluge";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100001 Redovna djelatnost upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323710 Autorski honorari";"0133 Ostale opće usluge";"";"130 Drugi dohodak MASIMO HRVATIN Za mjesec 12/25";"2025-12-30T00:00:00.000Z";"2025-12-30T00:00:00.000Z";"HR5523800063148004194";"HR69 40002-19041331726-130"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"PRIVREDNA BANKA ZAGREB D.D.";"GDPR";"";" DJEČJI VRTIĆ PJERINA VERBANAC";"EUR";"501.80";"R0531 Otplata glavnice primljenih kredita od kreditnih institucija u javnom sektoru";"500       02        35812 DJEČJI VRTIĆ PJERINA VERBANAC";"L01 5001A500002 Odgojno, administrativno i tehničko osoblje";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"542221 DV - Otplata gl.primljenih kredita od kred. institucija u jav. sek. - dug. /HABOR/";"";"25/00721";"DV-PL RATE KREDITA IV KVARTAL-VRTIĆ";"2025-12-29T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"PRIVREDNA BANKA ZAGREB D.D.";"GDPR";"";" DJEČJI VRTIĆ PJERINA VERBANAC";"EUR";"2816.27";"R0559 Otplata glavnice primljenih kredita od kreditnih institucija u javnom sektoru -DV";"500       02        35812 DJEČJI VRTIĆ PJERINA VERBANAC";"L01 5001A500002 Odgojno, administrativno i tehničko osoblje";"4.9.000001 4.PRIHODI ZA POSEBNE NAMJENE - PRIHODI KORISNIKA";"542221 DV - Otplata gl.primljenih kredita od kred. institucija u jav. sek. - dug. /HABOR/";"";"25/00721";"DV-PL RATE KREDITA IV KVARTAL-VRTIĆ";"2025-12-29T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"UGOVOR O DJELU POZ.15/2019";"           ";"LABIN";;"EUR";"225.00";"R0015 Intelektualne i osobne usluge";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100001 Redovna djelatnost upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323710 Autorski honorari";"0133 Ostale opće usluge";"";"Porez i prirez na drugi dohodak Za mjesec 12/25   - LABIN - UG-15";"2025-12-30T00:00:00.000Z";"2025-12-30T00:00:00.000Z";"HR0310010051722212000";"HR68 1945-19041331726-25364"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"PRIVREDNA BANKA ZAGREB D.D.";"GDPR";"";" DJEČJI VRTIĆ PJERINA VERBANAC";"EUR";"501.80";"R0557 Kamate za primljene kredite";"500       02        35812 DJEČJI VRTIĆ PJERINA VERBANAC";"L01 5001A500002 Odgojno, administrativno i tehničko osoblje";"4.9.000001 4.PRIHODI ZA POSEBNE NAMJENE - PRIHODI KORISNIKA";"342220 Kamate za primljene kredite od kreditnih institucija u javnom sektoru";"0911 Predškolsko obrazovanje";"25/00720";"DV-PL RATA KREDITA IV KVARTAL-GRAD";"2025-12-29T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"PRIVREDNA BANKA ZAGREB D.D.";"GDPR";"";" DJEČJI VRTIĆ PJERINA VERBANAC";"EUR";"2816.27";"R0531 Otplata glavnice primljenih kredita od kreditnih institucija u javnom sektoru";"500       02        35812 DJEČJI VRTIĆ PJERINA VERBANAC";"L01 5001A500002 Odgojno, administrativno i tehničko osoblje";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"542221 DV - Otplata gl.primljenih kredita od kred. institucija u jav. sek. - dug. /HABOR/";"";"25/00720";"DV-PL RATA KREDITA IV KVARTAL-GRAD";"2025-12-29T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"UGOVOR O DJELU POZ.15/2019";"           ";"LABIN";;"EUR";"31.25";"R0015 Intelektualne i osobne usluge";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100001 Redovna djelatnost upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323710 Autorski honorari";"0133 Ostale opće usluge";"";"UG-15 - DOPRINOS ZA MIO II STUP/12.25 sve vrste radnog odnosa";"2025-12-30T00:00:00.000Z";"2025-12-30T00:00:00.000Z";"HR7610010051700036001";"HR68 2291-19041331726-25364"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"DJEČJI VRTIĆ PJERINA VERBANAC";"65354857590";"LABIN";;"EUR";"2805.80";"R0465 Smještaj u jaslicama i dječjem vrtiću";"500       01 UPRAVNI ODJEL ZA DRUŠTVENE DJELATNOSTI";"L01 5006A500001 Socijalna zaštita djece i mladih";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"372290 Ostale naknade iz proračuna u naravi";"1040 Obitelj i djeca";"17-12-2025";"OBR. VRTIĆA ZA 11 I 12MJ 25/0004506";"2025-12-17T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"HR4523400091822200000";"HR64 7730-35812-65264-37"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"UGOVOR O DJELU POZ.15/2019";"           ";"LABIN";;"EUR";"93.75";"R0015 Intelektualne i osobne usluge";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100001 Redovna djelatnost upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323710 Autorski honorari";"0133 Ostale opće usluge";"";"UG-15 DOPRINOS ZA OSN. ZDRAVSTVENO OSI sve vrste radnog odnosa";"2025-12-30T00:00:00.000Z";"2025-12-30T00:00:00.000Z";"HR6510010051550100001";"HR68 8540-19041331726-25364"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"MORAL MESNICA OBRT - BURULČIĆ  MORENO";"GDPR";"";" DJEČJI VRTIĆ PJERINA VERBANAC";"EUR";"3561.59";"R0540 Materijal i sirovine";"500       02        35812 DJEČJI VRTIĆ PJERINA VERBANAC";"L01 5001A500002 Odgojno, administrativno i tehničko osoblje";"4.9.000001 4.PRIHODI ZA POSEBNE NAMJENE - PRIHODI KORISNIKA";"322240 Namirnice";"0911 Predškolsko obrazovanje";"475/77/1";"DV-NAMIRNICE";"2025-11-11T00:00:00.000Z";"2025-11-29T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"KL PROTEKTION D.O.O.";"03175437865";"Đelekovec";"JAVNA VATROGASNA POSTROJBA LABIN";"EUR";"3865.00";"R0119 Službena, radna i zaštitna odjeća i obuća";"100       03        35837 JAVNA VATROGASNA POSTROJBA LABIN";"L01 1003A100004 Financiranje Javne vatrogasne postrojbe Labin";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"322710 Službena, radna i zaštitna odjeća i obuća";"0320 Usluge protupožarne zaštite";"840/O/01";"JVP - radna odjeća 448-0171212";"2025-12-19T00:00:00.000Z";"2026-01-03T00:00:00.000Z";"HR9424020061100810984";"HR02 1038-8400-19"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"UGOVOR O DJELU POZ.15/2019";"           ";"LABIN";;"EUR";"93.75";"R0015 Intelektualne i osobne usluge";"100       01 UPRAVNI ODJEL ZA POSLOVE GRADONAČELNIKA, GRADSKO VIJEĆE I OPĆE POSLOVE";"L01 1001A100001 Redovna djelatnost upravnih odjela";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323710 Autorski honorari";"0133 Ostale opće usluge";"";"UG-15 DOPRINOS ZA MIO I STUP/12.25 sve vrste radnog odnosa";"2025-12-30T00:00:00.000Z";"2025-12-30T00:00:00.000Z";"HR1210010051863000160";"HR68 8176-19041331726-25364"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"AUTOTRANS D.D.";"19819724166";"Cres";"OŠ MATIJE VLAČIĆA LABIN";"EUR";"8587.76";"R0577-3 Usluge telefona, interneta, pošte i prijevoza";"500       03        10581 OSNOVNA ŠKOLA MATIJE VLAČIĆA LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323191 Ostale usluge za prijevoz - Autotrans - Rijeka";"0912 Osnovno obrazovanje";"8144-132-1-25";"mv-prijevoz učenika-ur883";"2025-12-23T00:00:00.000Z";"2026-01-22T00:00:00.000Z";"HR8824840081103599193";"HR00 8144-132-125"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"100003 UČKA 4/1";"           ";"LABIN";;"EUR";"432.90";"R0363 Troškovi pričuve poslovnih prostora";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400002 Održavanje poslovnih prostora, štandova i privremenih priključaka";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0490 Ekonomski poslovi koji nisu drugdje svrstani";"11889837";"PRIČUVA 10-12/2025 25/0004359";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR7323400091310416147";"HR00 11889837-2136-100003"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"52040 ŠĆIRI 6";"           ";"LABIN";;"EUR";"383.04";"R0363 Troškovi pričuve poslovnih prostora";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400002 Održavanje poslovnih prostora, štandova i privremenih priključaka";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0490 Ekonomski poslovi koji nisu drugdje svrstani";"11925710";"PRIČUVA 10-12/2025 25/0004341";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR6324070003548011763";"HR00 11925710-2136-52040"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"200497 VINEŽ 67";"           ";"LABIN";;"EUR";"173.61";"R0355 Troškovi pričuve stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"12289434";"PRIČUVA 10-12/2025 25/0004416";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR9423400091310410628";"HR00 12289434-2136-200497"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"44030 ANTONA SELANA 16-21";"           ";"LABIN";;"EUR";"171.81";"R0355 Troškovi pričuve stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"12067792";"PRIČUVA 10-12/2025 25/0004400";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR7124070003548012395";"HR00 12067792-2136-44030"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"79044 PRILAZ GRIŽA 11";"           ";"LABIN";;"EUR";"66.42";"R0355 Troškovi pričuve stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"12008990";"PRIČUVA 10-12/2025 25/0004424";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR6523400091310705933";"HR00 12008990-2136-79044"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"79044 PRILAZ GRIŽA 11";"           ";"LABIN";;"EUR";"103.38";"R0363 Troškovi pričuve poslovnih prostora";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400002 Održavanje poslovnih prostora, štandova i privremenih priključaka";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0490 Ekonomski poslovi koji nisu drugdje svrstani";"12008990";"PRIČUVA 10-12/2025 25/0004424";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR6523400091310705933";"HR00 12008990-2136-79044"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"42041 MATIJE VLAČIĆA 9 i 11";"           ";"LABIN";;"EUR";"160.89";"R0355 Troškovi pričuve stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"11969997";"PRIČUVA 10-12/2025 25/0004399";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR6423400091311153703";"HR00 11969997-2136-42041"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"200486 VINEŽ 104-108";"           ";"LABIN";;"EUR";"134.01";"R0355 Troškovi pričuve stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"12260037";"PRIČUVA 10-12/2025 25/0004415";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR8823400091310625882";"HR00 12260037-2136-200486"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"200549 KARLA KRANJCA 7";"           ";"LABIN";;"EUR";"122.40";"R0355 Troškovi pričuve stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"12245879";"PRIČUVA 10-12/2025 25/0004419";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR3524070003507404672";"HR00 12245879-2136-200549"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"74043 PRILAZ KIKOVA 8";"           ";"LABIN";;"EUR";"38.88";"R0363 Troškovi pričuve poslovnih prostora";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400002 Održavanje poslovnih prostora, štandova i privremenih priključaka";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0490 Ekonomski poslovi koji nisu drugdje svrstani";"11957514";"PRIČUVA 10-12/2025 25/0004425";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR1023400091310495172";"HR00 11957514-2136-74043"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"74043 PRILAZ KIKOVA 8";"           ";"LABIN";;"EUR";"83.16";"R0355 Troškovi pričuve stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"11957514";"PRIČUVA 10-12/2025 25/0004425";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR1023400091310495172";"HR00 11957514-2136-74043"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"53030 KARLA KRANJCA 5";"           ";"LABIN";;"EUR";"110.61";"R0355 Troškovi pričuve stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"11893311";"PRIČUVA 10-12/2025 25/0004406";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR2524070003548013999";"HR00 11893311-2136-53030"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"200525 VINEŽ 110";"           ";"LABIN";;"EUR";"89.52";"R0355 Troškovi pričuve stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"12220191";"PRIČUVA 10-12/2025 25/0004417";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR7223400091310410636";"HR00 12220191-2136-200525"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"81040 PRILAZ GRIŽA 6";"           ";"LABIN";;"EUR";"36.99";"R0355 Troškovi pričuve stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"11921315";"PRIČUVA 10-12/2025 25/0004428";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR8223400091310429565";"HR00 11921315-2136-81040"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"81040 PRILAZ GRIŽA 6";"           ";"LABIN";;"EUR";"42.60";"R0363 Troškovi pričuve poslovnih prostora";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400002 Održavanje poslovnih prostora, štandova i privremenih priključaka";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0490 Ekonomski poslovi koji nisu drugdje svrstani";"11921315";"PRIČUVA 10-12/2025 25/0004428";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR8223400091310429565";"HR00 11921315-2136-81040"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"38031 ANTONA SELANA 2";"           ";"LABIN";;"EUR";"78.51";"R0355 Troškovi pričuve stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"11834870";"PRIČUVA 10-12/2025 25/0004397";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR4724070003548014573";"HR00 11834870-2136-38031"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"17030 KARLA KRANJCA 36";"           ";"LABIN";;"EUR";"75.72";"R0355 Troškovi pričuve stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"12184195";"PRIČUVA 10-12/2025 25/0004384";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR3224070003548012418";"HR00 12184195-2136-17030"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"69041 PRILAZ KRŠIN 7";"           ";"LABIN";;"EUR";"67.53";"R0355 Troškovi pričuve stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"11941430";"PRIČUVA 10-12/2025 25/0004412";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR6323400091310565319";"HR00 11941430-2136-69041"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"68040 PRILAZ KRŠIN 3";"           ";"LABIN";;"EUR";"63.33";"R0355 Troškovi pričuve stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"11867396";"PRIČUVA 10-12/2025 25/0004411";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR9123400091310541050";"HR00 11867396-2136-68040"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"17071-VINEŽ 226-240";"           ";"LABIN";;"EUR";"176.25";"R0355 Troškovi pričuve stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"12303232";"PRIČUVA 10-12/2025 25/0004385";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR7723400091310408703";"HR00 12303232-2136-17071"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"50031 KARLA KRANJCA 11";"           ";"LABIN";;"EUR";"110.61";"R0355 Troškovi pričuve stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"11997117";"PRIČUVA 10-12/2025 25/0004430";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR8823400091310407341";"HR00 11997117-2136-50031"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"50031 KARLA KRANJCA 11";"           ";"LABIN";;"EUR";"69.12";"R0363 Troškovi pričuve poslovnih prostora";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400002 Održavanje poslovnih prostora, štandova i privremenih priključaka";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0490 Ekonomski poslovi koji nisu drugdje svrstani";"11997117";"PRIČUVA 10-12/2025 25/0004430";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR8823400091310407341";"HR00 11997117-2136-50031"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"19030 KARLA KRANJCA 32";"           ";"LABIN";;"EUR";"194.67";"R0355 Troškovi pričuve stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"12173630";"PRIČUVA 10-12/2025 25/0004387";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR9123400091310457533";"HR00 12173630-2136-19030"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"45030 ANTONA SELANA 22-27";"           ";"LABIN";;"EUR";"275.16";"R0355 Troškovi pričuve stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"12121312";"PRIČUVA 10-12/2025 25/0004401";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR2423400091310409851";"HR00 12121312-2136-45030"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"39040 MATIJE VLAČIĆA 12 i 14";"           ";"LABIN";;"EUR";"264.21";"R0355 Troškovi pričuve stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"12020630";"PRIČUVA 10-12/2025 25/0004398";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR8223400091310730459";"HR00 12020630-2136-39040"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"55015 R.MILEVOJ 1";"           ";"LABIN";;"EUR";"218.58";"R0355 Troškovi pričuve stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"11813997";"PRIČUVA 10-12/2025 25/0004408";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR6224070003548016340";"HR00 11813997-2136-55015"
"GRAD LABIN";"2025-12-29T00:00:00.000Z";"35041 MATKA LAGINJE 14 i 16";"           ";"LABIN";;"EUR";"265.71";"R0355 Troškovi pričuve stanova";"400       01 UPRAVNI ODJEL ZA KOMUNALNO GOSPODARSTVO I UPRAVLJANJE IMOVINOM";"L01 4002A400001 Održavanje stambenih prostora";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323470 Pričuva";"0660 Rashodi vezani za stanovanje i kom. pogodnosti koji nisu drugdje svrstani";"12042951";"PRIČUVA 10-12/2025 25/0004396";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR3023400091310988736";"HR00 12042951-2136-35041"
